session_id,timestamp,user_id,original_language,target_language,speech_duration_sec,speech_speed_wpm,audio_clarity,visual_scene_type,lighting_condition,object_detected,translated_text_length_words,translation_accuracy_percent
488,2025-02-12 19:26:39,6433,Igbo,French,1.79,88.48,Clear,Street,Natural,Sign,47,86.36
489,2025-06-19 01:04:23,5568,Arabic,Yoruba,16.24,90.54,Clear,Indoor,Dim,Text,21,98.26
490,2025-01-23 08:07:25,6441,Igbo,Yoruba,15.01,115.33,Clear,Office,Natural,None,40,73.99
491,2025-04-16 00:07:00,3604,Arabic,French,15.72,146.14,Moderate,Market,Dim,None,32,74.19
492,2025-01-14 07:56:44,4782,English,Igbo,8.83,134.96,Noisy,Classroom,Bright,Text,36,62.75
493,2025-05-30 07:08:18,3815,English,Yoruba,9.06,88.26,Noisy,Classroom,Artificial,Text,32,95.96
494,2025-03-15 20:24:21,2382,Yoruba,Igbo,15.87,102.78,Clear,Outdoor,Natural,Obstacle,13,75.28
495,2025-05-12 23:18:19,6184,Hausa,French,4.91,92.14,Noisy,Market,Artificial,Obstacle,8,90.99
496,2025-04-11 23:15:16,1863,Igbo,English,13.23,133.03,Noisy,Market,Dim,Text,14,91.95
497,2025-06-03 10:40:33,9511,Arabic,Igbo,6.56,178.0,Noisy,Office,Dim,Text,17,83.3
498,2025-03-27 05:34:05,3914,Arabic,French,15.21,161.18,Clear,Street,Artificial,None,38,65.12
499,2025-02-05 13:40:21,5764,English,Arabic,7.43,172.81,Noisy,Street,Bright,Text,13,74.89
500,2025-05-30 05:05:16,2110,English,Hausa,9.21,123.94,Noisy,Market,Bright,Person,29,66.55
501,2025-01-21 07:25:27,8661,Igbo,Hausa,6.2,172.83,Clear,Classroom,Natural,Person,48,67.9
502,2025-04-04 22:15:31,5618,Yoruba,Arabic,17.85,144.58,Moderate,Indoor,Natural,Obstacle,39,86.86
503,2025-02-15 14:42:02,1984,English,French,7.02,167.93,Moderate,Office,Bright,Obstacle,16,96.76
504,2025-03-05 03:35:25,2054,English,Arabic,5.79,155.5,Clear,Classroom,Natural,Sign,25,99.14
505,2025-04-11 11:12:20,8523,Arabic,Hausa,15.22,135.78,Noisy,Classroom,Natural,None,27,86.25
506,2025-01-17 23:48:13,5854,English,French,4.37,134.5,Clear,Market,Artificial,Sign,47,70.77
507,2025-01-31 03:56:49,4711,French,English,11.25,152.79,Noisy,Outdoor,Dim,Sign,6,65.27
508,2025-03-25 04:23:27,4107,French,Hausa,14.79,161.78,Noisy,Indoor,Bright,Obstacle,35,79.54
509,2025-03-24 15:28:25,4759,Igbo,Arabic,3.86,114.24,Noisy,Market,Dim,Text,26,81.69
510,2025-01-30 12:42:08,3864,Yoruba,Hausa,12.22,130.84,Clear,Outdoor,Dim,None,23,66.06
511,2025-01-29 19:16:49,9923,Igbo,English,2.78,137.72,Noisy,Indoor,Bright,Text,29,90.44
512,2025-02-17 21:55:30,1920,Yoruba,Arabic,4.04,126.16,Noisy,Outdoor,Natural,None,20,92.47
513,2025-05-03 19:47:51,2061,English,French,15.09,168.15,Clear,Street,Natural,Text,8,63.97
514,2025-04-27 08:08:30,3850,English,Yoruba,8.63,160.01,Noisy,Outdoor,Dim,Person,47,72.44
515,2025-05-04 08:22:46,2086,Hausa,English,15.1,161.51,Clear,Outdoor,Bright,Obstacle,31,67.52
516,2025-01-06 07:00:22,3597,Arabic,Yoruba,7.75,158.38,Clear,Office,Bright,Text,40,60.21
517,2025-06-14 06:25:04,1633,Yoruba,English,15.46,83.53,Clear,Classroom,Artificial,Sign,21,60.44
518,2025-05-03 02:13:52,9879,Yoruba,English,15.24,155.87,Noisy,Indoor,Natural,Person,24,73.08
519,2025-03-14 04:09:21,5128,French,Arabic,3.83,110.56,Moderate,Outdoor,Natural,Person,23,99.85
520,2025-05-11 12:23:31,2714,English,French,8.0,124.86,Moderate,Market,Dim,None,24,91.22
521,2025-03-02 02:44:49,2202,Yoruba,Igbo,5.13,93.78,Noisy,Office,Dim,Person,42,76.5
522,2025-06-07 18:23:51,2879,Yoruba,Igbo,14.22,80.32,Clear,Street,Dim,Person,42,66.68
523,2025-05-19 07:01:40,1451,Yoruba,Igbo,4.45,118.77,Noisy,Street,Natural,None,21,83.53
524,2025-04-17 07:07:41,6593,Yoruba,Arabic,10.14,144.23,Clear,Street,Dim,Sign,28,64.17
525,2025-02-13 03:04:10,6948,Arabic,Hausa,5.28,150.29,Clear,Office,Dim,Person,28,87.06
526,2025-01-26 13:13:39,3401,Hausa,Igbo,16.29,106.98,Clear,Market,Artificial,None,23,79.93
527,2025-06-01 19:10:07,7520,French,Hausa,2.46,85.86,Moderate,Classroom,Natural,None,49,89.84
528,2025-01-04 01:23:58,8686,Igbo,Hausa,19.66,100.98,Clear,Office,Artificial,None,40,80.69
529,2025-04-29 12:29:37,4593,Yoruba,Hausa,9.36,94.75,Clear,Outdoor,Bright,Sign,37,63.54
530,2025-05-30 05:24:23,4489,Arabic,Yoruba,5.19,139.82,Moderate,Office,Dim,Sign,15,89.34
531,2025-04-19 10:02:32,2365,Yoruba,Igbo,6.69,97.35,Moderate,Indoor,Dim,Sign,10,85.45
532,2025-01-19 11:45:18,5963,Yoruba,Hausa,15.93,91.83,Noisy,Office,Artificial,Sign,10,99.65
533,2025-06-02 23:43:40,1308,Arabic,Yoruba,15.2,154.0,Moderate,Office,Natural,Person,30,83.51
534,2025-01-22 20:50:22,3183,English,Yoruba,4.51,116.22,Moderate,Office,Artificial,None,7,61.05
535,2025-01-27 09:24:24,2729,French,English,1.46,163.17,Noisy,Indoor,Natural,Text,49,87.91
536,2025-01-29 22:53:31,3891,Igbo,English,18.66,158.26,Moderate,Street,Artificial,None,23,70.37
537,2025-05-21 15:27:02,2818,English,French,9.16,167.27,Clear,Indoor,Artificial,Person,33,78.47
538,2025-01-22 17:32:37,3008,French,Hausa,10.14,123.52,Noisy,Indoor,Artificial,Person,9,88.24
539,2025-02-13 06:22:54,5543,Yoruba,Hausa,12.99,84.98,Moderate,Market,Bright,Sign,43,79.86
540,2025-01-11 08:08:27,5891,Igbo,French,9.3,152.95,Noisy,Outdoor,Dim,Person,10,62.29
541,2025-04-17 21:12:51,9920,Yoruba,French,5.28,93.13,Clear,Market,Dim,Person,35,96.9
542,2025-01-02 06:11:40,5599,Arabic,Yoruba,9.97,81.34,Moderate,Market,Artificial,Person,28,62.28
543,2025-05-16 15:03:27,2623,Igbo,French,6.36,106.17,Noisy,Indoor,Natural,Person,39,71.02
544,2025-06-22 17:33:57,2787,Arabic,French,15.96,177.48,Clear,Market,Natural,Text,20,90.38
545,2025-05-03 07:36:08,7913,Hausa,Yoruba,9.55,157.67,Moderate,Outdoor,Bright,Obstacle,48,66.26
546,2025-05-27 06:24:29,6696,Yoruba,French,17.21,84.65,Moderate,Office,Natural,Sign,22,96.26
547,2025-01-14 13:33:19,5392,Igbo,English,3.65,133.24,Noisy,Outdoor,Dim,Sign,37,90.87
548,2025-03-20 08:47:32,2836,Arabic,French,2.64,103.68,Moderate,Street,Dim,Text,36,86.55
549,2025-06-05 02:40:44,4099,Igbo,French,19.3,136.02,Moderate,Office,Natural,Person,11,75.74
550,2025-06-12 00:36:47,1131,Hausa,Igbo,16.73,158.77,Clear,Outdoor,Artificial,Obstacle,18,89.23
551,2025-01-12 16:07:33,8154,Hausa,Arabic,19.64,105.65,Moderate,Office,Artificial,None,7,89.01
552,2025-02-24 16:37:05,8504,Arabic,French,4.63,113.83,Moderate,Street,Artificial,None,29,97.88
553,2025-05-22 13:58:49,4701,Arabic,French,19.38,98.3,Noisy,Market,Natural,Sign,37,66.05
554,2025-04-13 17:47:55,9810,Yoruba,Arabic,5.28,105.1,Noisy,Office,Dim,Obstacle,11,87.35
555,2025-02-19 19:45:44,1723,French,Igbo,11.36,178.05,Clear,Market,Natural,None,38,76.16
556,2025-01-23 01:12:36,5334,Arabic,English,11.31,159.17,Moderate,Outdoor,Dim,None,21,84.52
557,2025-04-22 15:10:59,3316,Hausa,French,5.3,164.69,Clear,Classroom,Natural,Sign,14,66.63
558,2025-05-17 12:36:22,3790,Igbo,English,18.97,165.0,Noisy,Outdoor,Natural,None,6,63.9
559,2025-04-07 01:06:14,2320,English,Arabic,17.38,126.02,Noisy,Indoor,Bright,None,43,81.82
560,2025-05-01 17:34:27,7999,English,Arabic,2.18,131.25,Clear,Indoor,Artificial,None,14,99.12
561,2025-01-06 12:47:44,3742,French,Arabic,16.09,129.73,Clear,Outdoor,Dim,Sign,36,70.34
562,2025-01-20 06:29:42,9771,Igbo,Yoruba,4.13,113.02,Moderate,Office,Artificial,Sign,26,60.72
563,2025-04-02 00:43:06,8951,Hausa,Arabic,3.4,145.96,Noisy,Market,Artificial,Sign,32,70.22
564,2025-01-12 01:45:43,5051,Hausa,French,18.99,136.02,Clear,Classroom,Artificial,Text,32,90.88
565,2025-02-05 22:11:21,5335,Arabic,English,1.52,86.52,Clear,Classroom,Artificial,Sign,7,96.37
566,2025-06-04 19:23:05,6032,Yoruba,Igbo,11.24,129.78,Clear,Market,Natural,None,10,74.88
567,2025-02-26 18:32:56,9933,English,French,9.58,119.74,Clear,Office,Bright,Text,47,91.02
568,2025-02-24 08:54:06,9513,French,English,19.33,100.38,Clear,Outdoor,Natural,Text,14,63.76
569,2025-03-16 23:58:48,3411,English,Hausa,7.78,155.75,Noisy,Market,Natural,None,41,85.38
570,2025-06-22 14:35:14,3905,Yoruba,Hausa,16.16,119.6,Noisy,Indoor,Dim,None,44,80.81
571,2025-01-06 13:56:12,6402,Hausa,Arabic,9.5,135.78,Moderate,Outdoor,Dim,Text,6,72.67
572,2025-01-05 09:52:41,5571,Igbo,Arabic,17.29,170.61,Moderate,Classroom,Bright,Obstacle,47,99.34
573,2025-02-16 22:59:26,9050,French,Arabic,3.67,100.2,Noisy,Classroom,Artificial,None,12,95.76
574,2025-03-29 21:22:28,6212,Igbo,English,13.43,95.21,Clear,Street,Natural,Text,8,91.94
575,2025-02-01 01:19:33,1889,French,Arabic,19.39,165.69,Noisy,Classroom,Artificial,Sign,13,92.14
576,2025-04-23 19:50:51,5390,Igbo,Hausa,10.6,176.71,Clear,Street,Artificial,Person,49,99.36
577,2025-01-03 21:10:36,2407,Yoruba,English,13.69,143.47,Noisy,Market,Dim,Person,8,99.88
578,2025-05-21 04:46:37,6947,French,Yoruba,19.62,145.61,Moderate,Street,Natural,Text,31,87.47
579,2025-02-08 00:42:41,6809,Igbo,Hausa,2.77,82.94,Noisy,Indoor,Natural,Text,24,95.61
580,2025-01-08 14:04:32,4281,Yoruba,French,2.51,153.15,Noisy,Outdoor,Bright,Text,32,94.33
581,2025-01-26 23:35:06,2850,English,Hausa,16.56,134.08,Moderate,Classroom,Natural,Obstacle,23,90.38
582,2025-02-21 00:57:58,6341,French,Arabic,19.77,170.13,Noisy,Office,Artificial,Person,48,78.37
583,2025-03-09 07:58:21,8938,French,Arabic,7.8,129.42,Moderate,Market,Natural,None,7,95.19
584,2025-06-17 12:05:43,4403,French,English,10.98,104.43,Clear,Street,Artificial,Obstacle,32,93.04
585,2025-05-13 03:26:23,4656,Arabic,Hausa,2.91,103.99,Moderate,Indoor,Bright,Sign,38,73.92
586,2025-01-16 01:48:25,2369,Yoruba,Arabic,9.56,154.88,Clear,Office,Bright,Sign,27,84.84
587,2025-05-23 06:49:50,5897,Yoruba,French,7.7,164.14,Noisy,Office,Natural,Obstacle,15,93.75
588,2025-04-18 22:04:19,9606,Hausa,French,5.83,83.11,Moderate,Classroom,Dim,Person,20,64.25
589,2025-03-14 11:46:17,1702,English,Arabic,6.98,80.38,Noisy,Market,Natural,Person,43,66.69
590,2025-04-10 05:06:01,7294,Hausa,Arabic,13.45,179.17,Clear,Indoor,Dim,Sign,27,63.08
591,2025-03-09 13:07:40,3285,Yoruba,Igbo,7.47,166.64,Noisy,Indoor,Artificial,None,42,74.42
592,2025-06-28 22:56:15,1318,English,French,2.3,156.32,Noisy,Office,Dim,None,18,96.14
593,2025-01-06 00:58:41,6961,Igbo,Hausa,5.42,160.74,Clear,Indoor,Natural,Obstacle,17,95.95
594,2025-05-25 00:04:18,4279,Yoruba,English,13.36,167.42,Clear,Office,Bright,Sign,31,82.42
595,2025-01-23 14:10:14,7215,Igbo,Hausa,3.11,124.71,Noisy,Classroom,Bright,Obstacle,42,69.07
596,2025-05-20 20:21:39,2879,Arabic,Igbo,8.25,92.88,Noisy,Indoor,Artificial,Text,23,99.07
597,2025-01-30 15:40:52,9599,Yoruba,Hausa,3.1,122.25,Clear,Office,Bright,Sign,29,76.86
598,2025-02-06 04:32:25,8413,Arabic,Igbo,1.52,176.62,Clear,Indoor,Artificial,None,26,94.33
599,2025-04-27 02:34:49,6129,English,Yoruba,6.55,171.08,Clear,Market,Dim,Obstacle,46,87.97
600,2025-05-21 09:15:01,5053,Hausa,Yoruba,16.95,178.18,Clear,Office,Natural,None,18,89.07
601,2025-04-19 15:05:52,1735,Yoruba,French,6.79,162.94,Clear,Office,Dim,Sign,23,94.91
602,2025-05-22 16:32:18,2316,Arabic,Hausa,3.14,150.37,Noisy,Market,Natural,Text,40,63.86
603,2025-06-07 02:03:22,3077,Yoruba,Arabic,5.6,81.24,Noisy,Indoor,Dim,Sign,29,92.98
604,2025-05-20 21:52:35,9773,Arabic,Hausa,2.41,102.64,Noisy,Outdoor,Artificial,Person,18,89.73
605,2025-05-18 05:36:26,3332,Hausa,French,1.91,170.29,Clear,Office,Bright,Obstacle,12,95.09
606,2025-03-13 02:20:34,6922,French,Yoruba,7.28,114.04,Noisy,Market,Bright,None,20,69.58
607,2025-05-05 15:24:12,2363,English,French,16.1,83.47,Moderate,Outdoor,Dim,None,39,70.71
608,2025-02-08 15:49:08,7854,Hausa,French,15.99,137.33,Noisy,Classroom,Dim,None,25,62.55
609,2025-01-16 20:02:59,6776,English,Arabic,16.8,139.9,Noisy,Office,Bright,None,37,89.5
610,2025-03-14 08:05:13,5821,Arabic,English,10.98,83.26,Moderate,Market,Dim,None,39,93.17
611,2025-01-14 23:21:36,4752,Arabic,English,17.7,137.18,Noisy,Classroom,Dim,None,49,87.78
612,2025-01-09 08:13:55,7595,French,Arabic,2.56,171.07,Clear,Office,Dim,Sign,19,84.08
613,2025-01-20 21:59:27,6422,Arabic,Yoruba,17.96,124.34,Noisy,Street,Artificial,Person,44,97.92
614,2025-05-09 19:06:48,2344,Igbo,French,9.46,158.88,Moderate,Market,Artificial,Text,8,87.06
615,2025-03-15 21:01:57,5929,Yoruba,Hausa,3.5,103.42,Moderate,Outdoor,Dim,Sign,16,79.51
616,2025-05-31 23:08:59,8421,French,Yoruba,13.39,175.05,Moderate,Outdoor,Artificial,Text,38,78.92
617,2025-02-06 02:59:18,8517,English,French,19.69,106.9,Moderate,Outdoor,Artificial,Sign,42,62.84
618,2025-03-25 20:04:49,2800,Hausa,Arabic,5.83,116.19,Noisy,Classroom,Dim,None,16,84.16
619,2025-02-09 16:42:46,9273,Arabic,Yoruba,18.24,103.89,Noisy,Market,Artificial,Obstacle,46,98.86
620,2025-03-25 18:55:18,2877,Hausa,Yoruba,7.3,128.2,Moderate,Street,Natural,Text,44,78.79
621,2025-05-12 03:49:44,6642,English,Igbo,9.5,127.43,Moderate,Outdoor,Bright,Text,17,81.48
622,2025-02-02 17:46:32,8726,Arabic,Yoruba,17.23,84.95,Clear,Street,Dim,Text,12,61.47
623,2025-04-28 00:47:56,5498,Igbo,Arabic,3.05,113.89,Moderate,Office,Bright,Sign,25,77.54
624,2025-03-04 20:26:41,6425,English,Yoruba,5.15,119.68,Clear,Office,Artificial,None,45,75.88
625,2025-05-11 02:54:53,1328,English,Arabic,2.65,141.71,Noisy,Market,Natural,Text,28,81.26
626,2025-02-07 14:34:03,4648,Hausa,Arabic,17.72,137.48,Noisy,Classroom,Bright,None,43,79.74
627,2025-03-23 19:45:28,5844,Arabic,Igbo,14.34,179.28,Clear,Market,Bright,Person,17,97.18
628,2025-06-16 15:46:25,4080,Hausa,Igbo,4.14,118.99,Clear,Classroom,Bright,None,23,76.44
629,2025-01-10 13:41:50,3115,French,Arabic,18.24,151.4,Clear,Office,Natural,Obstacle,16,86.98
630,2025-01-19 11:52:10,4774,English,Hausa,6.64,151.84,Clear,Market,Artificial,Obstacle,32,92.85
631,2025-01-10 23:21:16,5671,Yoruba,French,1.03,143.64,Noisy,Street,Artificial,None,27,88.7
632,2025-02-13 21:10:39,8378,English,Igbo,16.76,84.06,Noisy,Market,Bright,None,24,87.46
633,2025-02-02 21:13:58,6808,Arabic,English,3.18,118.38,Clear,Market,Artificial,Text,40,74.76
634,2025-05-15 02:25:09,5399,Igbo,Hausa,3.3,121.89,Moderate,Street,Artificial,Text,24,96.01
635,2025-05-05 07:25:26,7417,Igbo,Hausa,8.68,112.11,Moderate,Classroom,Bright,None,45,97.67
636,2025-06-02 13:12:03,8281,Hausa,Igbo,13.7,147.87,Noisy,Classroom,Dim,Sign,6,95.52
637,2025-05-09 22:59:50,9936,Arabic,English,12.38,130.22,Noisy,Classroom,Natural,Person,13,84.5
638,2025-06-02 09:21:57,9100,English,French,17.6,152.4,Clear,Indoor,Bright,None,31,89.64
639,2025-02-25 13:41:01,9148,Igbo,Yoruba,11.07,162.9,Moderate,Outdoor,Bright,None,34,65.69
640,2025-05-16 15:45:44,9826,Hausa,English,1.22,122.2,Clear,Classroom,Artificial,Sign,39,77.95
641,2025-03-26 03:37:30,4043,French,Hausa,2.6,119.94,Clear,Indoor,Bright,None,41,64.92
642,2025-01-21 06:18:07,7239,French,Hausa,11.61,114.32,Clear,Office,Artificial,Sign,27,92.67
643,2025-03-06 00:23:52,6466,Arabic,French,2.28,118.74,Clear,Indoor,Artificial,None,47,77.2
644,2025-03-04 23:37:47,5869,Igbo,English,13.79,107.54,Moderate,Outdoor,Artificial,None,42,91.56
645,2025-01-22 09:24:32,3382,Hausa,Igbo,9.48,159.84,Noisy,Indoor,Bright,Obstacle,7,78.0
646,2025-03-14 01:34:39,2426,Igbo,English,12.01,155.94,Moderate,Outdoor,Natural,Person,27,72.75
647,2025-05-31 03:29:32,2624,Yoruba,Hausa,12.06,117.12,Clear,Street,Artificial,Person,40,75.72
648,2025-04-19 14:43:27,7759,French,Igbo,10.99,131.17,Noisy,Office,Natural,Obstacle,32,77.22
649,2025-02-12 00:20:09,5223,Hausa,Igbo,3.71,169.01,Noisy,Indoor,Artificial,None,5,97.87
650,2025-01-02 20:30:45,9975,Yoruba,French,7.46,131.72,Noisy,Office,Bright,Obstacle,22,85.48
651,2025-01-31 22:50:55,5553,French,Arabic,7.47,87.17,Noisy,Office,Natural,Obstacle,15,72.45
652,2025-02-08 20:17:29,2267,English,Arabic,13.87,140.58,Moderate,Indoor,Bright,Sign,38,93.67
653,2025-02-03 10:55:45,1408,Hausa,Yoruba,12.02,135.97,Noisy,Classroom,Dim,None,35,87.53
654,2025-05-16 18:48:30,2859,Yoruba,English,3.67,128.56,Noisy,Street,Natural,Person,28,80.22
655,2025-06-02 21:55:20,7506,French,Hausa,19.32,118.42,Noisy,Market,Bright,Text,31,68.35
656,2025-06-06 05:59:20,4354,French,Igbo,18.59,121.42,Moderate,Market,Dim,None,10,90.25
657,2025-05-18 23:43:49,1317,English,Hausa,9.71,108.92,Moderate,Market,Dim,Sign,41,93.42
658,2025-01-29 16:06:47,7226,Yoruba,English,8.04,117.48,Noisy,Classroom,Artificial,Sign,39,95.54
659,2025-05-01 01:30:45,9057,English,Hausa,12.46,162.67,Moderate,Classroom,Bright,Sign,33,71.54
660,2025-02-01 17:51:50,3000,Arabic,English,19.26,118.95,Clear,Office,Bright,Obstacle,49,98.83
661,2025-04-07 22:38:03,3547,French,Igbo,15.7,178.01,Noisy,Market,Bright,Obstacle,45,82.15
662,2025-06-23 10:30:06,8900,English,Arabic,11.29,156.19,Noisy,Street,Artificial,Text,27,77.62
663,2025-04-24 12:46:53,4318,Arabic,Yoruba,6.74,105.93,Clear,Market,Natural,None,25,73.7
664,2025-03-20 08:10:06,9791,Yoruba,French,6.13,176.64,Clear,Street,Natural,Text,43,81.79
665,2025-06-18 01:21:53,4006,English,Yoruba,4.14,138.3,Noisy,Outdoor,Natural,Person,39,66.02
666,2025-03-15 12:10:19,8555,French,Hausa,16.52,100.73,Noisy,Street,Dim,Text,21,89.38
667,2025-02-18 05:20:51,8701,French,Arabic,6.71,112.58,Noisy,Classroom,Dim,None,28,84.83
668,2025-05-07 09:00:50,7080,French,Yoruba,4.82,119.51,Clear,Outdoor,Dim,Person,32,94.1
669,2025-06-21 10:50:47,1868,Hausa,French,14.51,170.69,Noisy,Outdoor,Bright,None,31,96.38
670,2025-02-13 22:59:29,8236,Igbo,English,14.72,133.34,Noisy,Office,Dim,Obstacle,16,61.52
671,2025-05-08 11:29:09,1081,Hausa,Yoruba,15.17,134.93,Clear,Office,Artificial,Sign,9,91.77
672,2025-01-11 22:35:14,7972,Igbo,Yoruba,6.24,167.71,Noisy,Outdoor,Natural,Sign,16,98.78
673,2025-02-27 03:29:00,9302,French,Yoruba,19.03,131.29,Clear,Indoor,Dim,Obstacle,48,79.34
674,2025-01-31 08:11:26,3630,Hausa,Arabic,17.41,138.87,Noisy,Outdoor,Dim,Sign,40,71.43
675,2025-05-05 09:50:24,3359,Hausa,Igbo,4.86,156.18,Clear,Street,Natural,Person,19,84.23
676,2025-01-08 13:42:08,3862,Yoruba,French,18.46,116.23,Clear,Classroom,Artificial,None,21,94.62
677,2025-05-09 03:37:22,6414,Hausa,Yoruba,19.63,120.76,Clear,Indoor,Dim,None,8,92.26
678,2025-05-27 20:04:32,4742,English,Hausa,10.05,179.61,Clear,Indoor,Bright,Person,12,94.16
679,2025-01-10 22:56:21,3689,Yoruba,Arabic,9.34,164.7,Moderate,Office,Bright,Sign,36,69.62
680,2025-05-18 05:19:48,1170,Hausa,Yoruba,6.93,105.6,Clear,Street,Bright,Text,9,80.42
681,2025-03-10 09:24:28,9759,French,Arabic,12.91,172.64,Clear,Street,Artificial,None,20,90.5
682,2025-05-22 01:21:51,1655,Arabic,Hausa,18.66,83.05,Moderate,Market,Natural,Sign,7,87.7
683,2025-01-09 12:32:45,1924,Arabic,Hausa,3.55,109.94,Clear,Outdoor,Artificial,Sign,20,92.79
684,2025-03-29 17:32:39,2701,Igbo,Arabic,7.33,153.31,Noisy,Indoor,Natural,None,34,98.3
685,2025-01-27 18:29:23,2878,Hausa,Arabic,1.17,179.78,Moderate,Street,Dim,Obstacle,12,99.79
686,2025-05-31 19:58:35,4765,Yoruba,French,2.71,80.23,Clear,Classroom,Bright,Sign,7,89.51
687,2025-03-08 09:07:20,8628,Hausa,Yoruba,16.85,154.05,Clear,Market,Bright,Person,41,60.23
688,2025-05-11 13:00:00,4337,English,Arabic,18.8,162.19,Moderate,Outdoor,Artificial,Person,13,90.64
689,2025-03-03 07:34:08,4388,French,English,17.07,141.36,Noisy,Street,Dim,Person,44,75.96
690,2025-05-25 14:32:52,8902,Hausa,Arabic,14.74,108.03,Clear,Office,Artificial,Obstacle,8,76.28
691,2025-06-13 00:37:45,9764,Hausa,English,2.25,114.88,Noisy,Classroom,Artificial,Person,7,85.28
692,2025-04-27 21:16:22,2933,Hausa,Arabic,11.96,149.78,Moderate,Office,Artificial,Obstacle,49,98.2
693,2025-04-15 02:44:35,3980,French,Hausa,10.93,109.96,Clear,Market,Natural,Person,44,64.52
694,2025-05-06 04:12:26,2196,English,French,17.0,104.22,Moderate,Outdoor,Artificial,None,42,62.01
695,2025-03-22 22:07:40,5965,French,Igbo,2.39,120.29,Noisy,Outdoor,Artificial,Person,35,69.3
696,2025-06-11 05:10:04,1137,Hausa,Igbo,6.34,160.35,Clear,Market,Natural,None,18,66.09
697,2025-06-13 22:18:08,2909,Hausa,Arabic,6.06,82.2,Clear,Street,Natural,None,43,79.06
698,2025-05-19 17:18:51,9188,Hausa,Yoruba,5.29,144.05,Noisy,Market,Natural,Person,17,84.14
699,2025-03-22 10:50:01,8442,French,Arabic,7.8,144.78,Noisy,Office,Natural,None,26,67.51
700,2025-03-19 22:02:49,8154,Yoruba,Hausa,14.68,166.69,Moderate,Market,Dim,Obstacle,14,83.43
701,2025-02-17 18:43:41,6160,Arabic,French,12.87,87.18,Moderate,Outdoor,Dim,Obstacle,36,81.05
702,2025-02-15 10:23:58,6331,Igbo,French,9.8,103.47,Noisy,Indoor,Natural,Sign,28,71.6
703,2025-01-13 10:33:29,6150,Igbo,Yoruba,11.7,92.0,Noisy,Street,Bright,Person,27,88.83
704,2025-04-24 17:04:22,7914,Hausa,Arabic,8.63,95.86,Noisy,Indoor,Artificial,Sign,38,65.35
705,2025-02-04 04:51:48,3933,Hausa,Arabic,12.96,85.43,Noisy,Market,Bright,Person,16,76.1
706,2025-01-27 08:53:32,9788,English,Hausa,2.95,98.9,Clear,Market,Artificial,Obstacle,33,61.87
707,2025-01-05 23:17:51,7363,English,French,6.25,150.7,Noisy,Classroom,Natural,Text,27,83.33
708,2025-04-12 11:05:38,9776,Igbo,Hausa,9.87,114.04,Moderate,Office,Bright,Obstacle,48,89.64
709,2025-05-14 08:40:23,2396,Arabic,French,7.01,90.19,Moderate,Classroom,Dim,Text,5,65.2
710,2025-02-28 05:06:35,9304,Arabic,Yoruba,11.73,166.65,Moderate,Market,Artificial,Sign,8,91.56
711,2025-01-27 07:12:36,7454,English,French,17.95,123.38,Noisy,Office,Dim,Sign,10,75.09
712,2025-04-13 07:17:34,9539,Yoruba,Hausa,19.32,88.93,Moderate,Market,Artificial,None,27,79.75
713,2025-01-06 02:06:08,8751,French,English,8.37,143.27,Clear,Market,Bright,Person,14,65.56
714,2025-06-20 04:15:16,3846,Igbo,French,5.83,167.55,Noisy,Office,Bright,None,41,98.64
715,2025-03-31 16:56:17,9435,French,Yoruba,15.46,175.08,Noisy,Market,Bright,Sign,29,71.92
716,2025-01-20 08:26:06,9005,Yoruba,Igbo,3.0,158.18,Moderate,Classroom,Natural,Person,16,99.98
717,2025-06-08 16:58:27,6638,Igbo,Yoruba,2.99,129.86,Clear,Market,Artificial,Sign,43,80.02
718,2025-06-20 21:34:43,5149,Arabic,Hausa,9.22,125.77,Moderate,Street,Artificial,None,22,85.38
719,2025-03-02 19:01:24,3618,French,Igbo,15.64,80.29,Noisy,Street,Dim,Obstacle,11,90.7
720,2025-02-03 16:55:23,9040,Hausa,French,8.91,162.22,Noisy,Street,Artificial,Sign,35,88.79
721,2025-04-03 05:31:34,8969,Yoruba,Hausa,8.05,166.98,Moderate,Street,Bright,Person,26,68.63
722,2025-02-18 09:35:55,3100,French,Hausa,13.88,140.78,Clear,Office,Natural,Text,38,75.79
723,2025-02-08 22:59:34,6692,French,Igbo,18.69,92.57,Noisy,Classroom,Artificial,Text,7,72.63
724,2025-05-22 07:52:26,3844,Yoruba,Arabic,13.25,119.51,Clear,Market,Bright,Sign,44,78.73
725,2025-06-08 18:55:11,9327,French,Yoruba,12.0,88.53,Clear,Classroom,Natural,Obstacle,47,74.71
726,2025-06-22 03:28:25,4162,English,Hausa,2.1,91.15,Clear,Street,Natural,Obstacle,14,81.75
727,2025-01-13 16:52:12,2240,English,Yoruba,2.9,148.8,Noisy,Street,Natural,Person,17,75.16
728,2025-05-07 06:04:28,9235,French,English,7.41,81.93,Moderate,Outdoor,Bright,Obstacle,40,97.95
729,2025-01-30 17:58:45,3332,Yoruba,Igbo,1.6,153.62,Noisy,Office,Bright,Sign,42,81.24
730,2025-01-30 21:17:45,6446,Igbo,English,12.31,80.99,Clear,Indoor,Artificial,Text,47,95.11
731,2025-02-03 11:12:32,3581,Yoruba,Hausa,1.79,119.76,Moderate,Indoor,Bright,Text,5,72.47
732,2025-04-25 04:51:13,7094,Arabic,Yoruba,15.71,157.29,Noisy,Street,Dim,None,44,65.26
